comparison_type,parcel_id,map,block,lot,current_sale_price,current_sale_date,current_qualified,current_book_page,prior1_sale_price,prior1_sale_date,prior1_book_page,prior2_sale_price,prior2_sale_date,prior2_book_page,prior3_sale_price,prior3_sale_date,prior3_book_page,data_quality_notes
CORRECTED_COMPREHENSIVE,93-40,93,40,,165533.0,2008-03-28,Q,3503/0088,0.0,1998-07-17,02328/0937,0.0,1977-07-25,1316/0065,,,,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,93-41,93,41,,385000.0,2024-04-26,Q,4862/0428,0.0,2022-07-15,4746/434,0.0,2008-09-15,3552/0147,0.0,2008-09-14,2007/0563,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-41,93,41,,385000.0,2024-04-26,Q,4862/0428,0.0,2022-07-15,4746/434,0.0,2008-09-15,3552/0147,,,,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,93-42,93,42,,400000.0,2024-12-31,U,4912/0418,0.0,2000-04-12,2459/0167,0.0,1993-07-26,02039/0060,79000.0,1993-07-26,2039/0060,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-42,93,42,,400000.0,2024-12-31,U,4912/0418,0.0,2000-04-12,2459/0167,0.0,1993-07-26,02039/0060,79000.0,1993-07-26,2039/0060,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,93-43,93,43,,0.0,1984-05-24,Q,1507/0757,0.0,1900-01-01,0/0,0.0,,nan,nan,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-43,93,43,,0.0,1984-05-24,Q,1507/0757,0.0,1900-01-01,0/0,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,93-44,93,44,,nan,2025-05-01,Q,4932/0552,330000.0,2022-06-01,4732/940,330000.0,2016-05-17,4205/0773,135000.0,2010-08-26,3725/0774,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-44,93,44,,,2025-05-01,Q,4932/0552,330000.0,2022-06-01,4732/940,330000.0,2016-05-17,4205/0773,135000.0,2010-08-26,3725/0774,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,93-45,93,45,,0.0,2023-06-26,U,4808/0671,300000.0,2020-10-13,4565/170,300000.0,2016-07-21,4222/0298,216000.0,2013-08-14,4004/0491,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-45,93,45,,0.0,2023-06-26,U,4808/0671,300000.0,2020-10-13,4565/170,300000.0,2016-07-21,4222/0298,216000.0,2013-08-14,4004/0491,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,93-47,93,47,,0.0,1999-05-25,Q,2395/0943,0.0,1985-02-27,01536/0042,0.0,1985-02-27,1536/0042,0.0,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-47,93,47,,0.0,1999-05-25,Q,2395/0943,0.0,1985-02-27,01536/0042,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,93-48,93,48,,125000.0,2005-06-16,Q,3153/0013,0.0,1996-03-19,02186/0644,0.0,1996-03-19,2186/0644,0.0,1900-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-48,93,48,,125000.0,2005-06-16,Q,3153/0013,0.0,1996-03-19,02186/0644,0.0,1900-01-01,0/0,,,,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,93-49,93,49,,297875.0,2021-06-02,Q,4637/920,0.0,2020-06-22,4535/694,0.0,2017-06-30,4295/0796,245000.0,1973-11-21,1209/0170,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-49,93,49,,297900.0,2021-06-07,nan,nan,297875.0,2021-06-02,4637/920,0.0,2020-06-22,4535/694,0.0,2017-06-30,4295/0796,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,93-50,93,50,,0.0,1986-10-14,Q,1628/0045,0.0,1900-01-01,0/0,0.0,,nan,nan,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-50,93,50,,0.0,1986-10-14,Q,1628/0045,0.0,1900-01-01,0/0,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,93-51,93,51,,213000.0,2008-04-01,Q,3504/0388,0.0,1971-10-09,1151/0111,0.0,1900-01-01,0/0,0.0,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-51,93,51,,213000.0,2008-04-01,Q,3504/0388,0.0,1971-10-09,1151/0111,0.0,1900-01-01,0/0,,,,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,93-52,93,52,,0.0,2025-03-13,U,4923/0437,85000.0,1996-06-19,2207/0096,85000.0,1984-06-27,1511/0536,0.0,1900-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-52,93,52,,0.0,2025-03-13,U,4923/0437,85000.0,1996-06-19,2207/0096,85000.0,1984-06-27,1511/0536,0.0,1900-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,93-53,93,53,,118570.0,1991-05-23,Q,1910/0690,0.0,1987-07-22,01725/0513,0.0,1987-07-22,1725/0513,0.0,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-53,93,53,,118570.0,1991-05-23,Q,1910/0690,0.0,1987-07-22,01725/0513,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,93-54,93,54,,175000.0,1999-12-22,Q,2440/0128,0.0,1996-02-12,02181/0284,0.0,1996-02-12,2181/0284,0.0,1979-02-03,1389/0116,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-54,93,54,,175000.0,1999-12-22,Q,2440/0128,0.0,1996-02-12,02181/0284,0.0,1979-02-03,1389/0116,,,,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,93-55,93,55,,0.0,1987-05-05,Q,1667/0468,0.0,1901-01-01,0/0,0.0,,nan,nan,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-55,93,55,,0.0,1987-05-05,Q,1667/0468,0.0,1901-01-01,0/0,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,93-56,93,56,,0.0,1987-02-18,Q,1653/0730,0.0,1901-01-01,0/0,0.0,,nan,nan,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-56,93,56,,0.0,1987-02-18,Q,1653/0730,0.0,1901-01-01,0/0,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,93-57,93,57,,0.0,2025-04-15,U,4929/0418,0.0,1900-01-01,0/0,0.0,,nan,nan,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-57,93,57,,0.0,2025-04-15,U,4929/0418,0.0,1900-01-01,0/0,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,93-58,93,58,,0.0,2022-01-29,U,0/0,0.0,1977-06-16,1313/0101,0.0,1901-01-01,0/0,0.0,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-58,93,58,,0.0,2022-01-29,U,0/0,0.0,1977-06-16,1313/0101,0.0,1901-01-01,0/0,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,93-59,93,59,,170000.0,2018-12-28,Q,4410/0560,0.0,2017-02-05,0/0,0.0,1900-01-01,0/0,0.0,1900-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-59,93,59,,170000.0,2018-12-28,Q,4410/0560,0.0,2017-02-05,0/0,0.0,1900-01-01,0/0,,,,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,93-60,93,60,,200000.0,2025-04-17,U,4929/0816,220000.0,2024-07-15,4878/0170,220000.0,2018-02-02,4343/0268,0.0,2015-06-30,4141/0965,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-60,93,60,,200000.0,2025-04-17,U,4929/0816,220000.0,2024-07-15,4878/0170,220000.0,2018-02-02,4343/0268,0.0,2015-06-30,4141/0965,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,93-61,93,61,,0.0,1900-01-01,Q,0/0,nan,,nan,nan,,nan,nan,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-61,93,61,,0.0,1900-01-01,Q,0/0,,,,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 1 sources
ORIGINAL_NHDRA,93-62,93,62,,139867.0,2010-06-18,Q,3708/0855,0.0,2001-03-17,0/0,0.0,1979-08-29,1380/0551,0.0,1900-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-62,93,62,,139867.0,2010-06-18,Q,3708/0855,0.0,2001-03-17,0/0,0.0,1979-08-29,1380/0551,0.0,1900-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,93-63,93,63,,0.0,1986-03-31,Q,1592/0192,nan,1975-04-24,1244/565,nan,,nan,nan,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-63,93,63,,0.0,1986-03-31,Q,1592/0192,,1975-04-24,1244/565,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,93-64,93,64,,0.0,1978-09-14,Q,1351/0116,0.0,1900-01-01,0/0,0.0,,nan,nan,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-64,93,64,,0.0,1978-09-14,Q,1351/0116,0.0,1900-01-01,0/0,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,93-65,93,65,,50000.0,2016-09-29,Q,4238/0540,110100.0,2016-05-16,4206/0698,110100.0,2008-05-16,3518/0835,0.0,2005-09-02,03187/0148,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-65,93,65,,50000.0,2016-09-29,Q,4238/0540,110100.0,2016-05-16,4206/0698,110100.0,2008-05-16,3518/0835,0.0,2005-09-02,03187/0148,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,93-66,93,66,,0.0,1986-08-21,Q,1619/0605,0.0,1900-01-01,0/0,0.0,,nan,nan,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-66,93,66,,0.0,1986-08-21,Q,1619/0605,0.0,1900-01-01,0/0,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,93-67,93,67,,450000.0,2020-04-30,U,4518/37,450000.0,2020-04-30,4518/37,450000.0,2020-04-30,4518/37,450000.0,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-67,93,67,,450000.0,2020-04-30,U,4518/37,,,,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 1 sources
ORIGINAL_NHDRA,93-68,93,68,,225000.0,2023-05-15,U,4799/0679,106000.0,1998-02-12,2298/0265,106000.0,1978-04-14,1339/0884,0.0,1900-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-68,93,68,,225000.0,2023-05-15,U,4799/0679,106000.0,1998-02-12,2298/0265,106000.0,1978-04-14,1339/0884,0.0,1900-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,93-69,93,69,,89900.0,1994-11-12,Q,2119/0828,0.0,1901-01-01,0/0,0.0,,nan,nan,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-69,93,69,,89900.0,1994-11-12,Q,2119/0828,0.0,1901-01-01,0/0,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,93-70,93,70,,106500.0,1997-05-15,Q,2251/0856,100000.0,1993-08-31,02046/0044,100000.0,1993-08-31,2046/0044,100000.0,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-70,93,70,,106500.0,1997-05-15,Q,2251/0856,100000.0,1993-08-31,02046/0044,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,93-71,93,71,,0.0,1984-07-23,Q,1515/0151,0.0,1901-01-01,0/0,0.0,,nan,nan,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-71,93,71,,0.0,1984-07-23,Q,1515/0151,0.0,1901-01-01,0/0,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,93-72,93,72,,335000.0,2021-05-18,Q,4631/998,120000.0,1988-09-20,1765/0637,120000.0,1901-01-01,0/0,0.0,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-72,93,72,,335000.0,2021-05-18,Q,4631/998,120000.0,1988-09-20,1765/0637,120000.0,1901-01-01,0/0,,,,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,93-73,93,73,,190000.0,2015-03-31,Q,4118/0203,85000.0,1992-05-29,1970/0012,85000.0,1901-01-01,0/0,0.0,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-73,93,73,,190000.0,2015-03-31,Q,4118/0203,85000.0,1992-05-29,1970/0012,85000.0,1901-01-01,0/0,,,,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,93-74,93,74,,0.0,2025-03-12,U,4923/0348,0.0,1976-07-13,1289/0241,0.0,1900-01-01,0/0,0.0,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-74,93,74,,0.0,2025-03-12,U,4923/0348,0.0,1976-07-13,1289/0241,0.0,1900-01-01,0/0,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,93-75,93,75,,0.0,2006-07-11,Q,3305/0644,111000.0,1998-07-02,2325/0749,111000.0,1998-07-02,2325/0749,111000.0,1998-04-13,02308/0332,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-75,93,75,,0.0,2006-07-11,Q,3305/0644,111000.0,1998-07-02,2325/0749,111000.0,1998-04-13,02308/0332,,,,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,93-76,93,76,,0.0,2009-03-05,Q,3589/0454,0.0,1997-08-22,02267/0099,0.0,1997-08-22,2267/0099,0.0,1975-04-03,1243/0547,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-76,93,76,,0.0,2009-03-05,Q,3589/0454,0.0,1997-08-22,02267/0099,0.0,1975-04-03,1243/0547,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,93-77,93,77,,93350.0,1996-10-28,Q,2225/0773,88000.0,1993-11-24,02062/0392,88000.0,1993-11-24,2062/0392,88000.0,1989-11-01,01830/0786,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-77,93,77,,93350.0,1996-10-28,Q,2225/0773,88000.0,1993-11-24,02062/0392,88000.0,1989-11-01,01830/0786,,,,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,93-78,93,78,,0.0,2003-03-19,Q,2794/0137,0.0,1987-07-08,01679/0010,0.0,1987-07-08,1679/0010,0.0,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-78,93,78,,0.0,2003-03-19,Q,2794/0137,0.0,1987-07-08,01679/0010,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,93-79,93,79,,0.0,2021-11-04,U,0/0,0.0,2019-03-06,4420/0379,0.0,1975-12-26,1268/0341,0.0,1900-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-79,93,79,,0.0,2021-11-04,U,0/0,0.0,2019-03-06,4420/0379,0.0,1975-12-26,1268/0341,0.0,1900-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,93-80,93,80,,97000.0,1997-07-25,Q,2262/0749,0.0,1993-01-07,02007/0558,0.0,1993-01-07,2007/0558,0.0,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-80,93,80,,97000.0,1997-07-25,Q,2262/0749,0.0,1993-01-07,02007/0558,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,93-81,93,81,,249000.0,2018-05-11,Q,4359/0740,222000.0,2015-06-16,4136/0678,222000.0,2012-08-30,3912/0370,200000.0,2005-12-13,3229/0037,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-81,93,81,,249000.0,2018-05-11,Q,4359/0740,222000.0,2015-06-16,4136/0678,222000.0,2012-08-30,3912/0370,200000.0,2005-12-13,3229/0037,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,93-82,93,82,,0.0,1976-11-26,Q,1297/0890,0.0,1901-01-01,0/0,0.0,,nan,nan,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-82,93,82,,0.0,1976-11-26,Q,1297/0890,0.0,1901-01-01,0/0,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,93-83,93,83,,453500.0,2024-12-23,Q,4911/0047,299000.0,2020-10-23,4568/38,299000.0,2019-11-01,4479/0405,266000.0,2015-01-29,4109/0873,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-83,93,83,,453500.0,2024-12-23,Q,4911/0047,299000.0,2020-10-23,4568/38,272000.0,2019-11-06,nan,299000.0,2019-11-01,4479/0405,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,93-84,93,84,,105000.0,1998-12-03,Q,2359/0458,105000.0,1998-11-17,2359/0458,105000.0,1994-07-05,02098/0230,99000.0,1994-07-05,2098/0230,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-84,93,84,,105000.0,1998-12-03,Q,2359/0458,105000.0,1994-07-05,02098/0230,99000.0,1994-07-05,2098/0230,,,,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,93-85,93,85,,45500.0,1992-06-04,Q,1971/0438,37000.0,1991-02-01,01897/0092,37000.0,1991-02-01,1897/0092,37000.0,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-85,93,85,,45500.0,1992-06-04,Q,1971/0438,37000.0,1991-02-01,01897/0092,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,93-86,93,86,,380500.0,2021-05-28,Q,4638/232,247500.0,2017-06-27,4298/0350,247500.0,2005-06-27,3159/0411A,271533.0,1976-02-06,01273/0252,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-86,93,86,,380500.0,2021-05-28,Q,4638/232,247500.0,2017-06-27,4298/0350,247500.0,2005-06-27,3159/0411A,271533.0,1976-02-06,01273/0252,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,93-87,93,87,,0.0,2025-04-17,U,4929/0755,282000.0,2022-06-03,4734/969,282000.0,2021-07-15,4650/522,235000.0,2004-02-19,2960/0240,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-87,93,87,,0.0,2025-04-17,U,4929/0755,282000.0,2022-06-03,4734/969,235000.0,2021-07-19,nan,282000.0,2021-07-15,4650/522,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,93-88,93,88,,4000.0,2013-07-16,Q,3996/0734,190000.0,2005-08-29,3184/0824,190000.0,2005-01-09,0/0,0.0,1953-05-27,00835/0467,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-88,93,88,,4000.0,2013-07-16,Q,3996/0734,190000.0,2005-08-29,3184/0824,190000.0,2005-01-09,0/0,0.0,1953-05-27,00835/0467,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,93-89-100,93,89,100,0.0,2024-01-19,U,4847/0937,0.0,2017-02-16,4269/0111,0.0,2014-05-09,4056/0193,135000.0,2011-06-17,3800/0691,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-89-100,93,89,100,0.0,2024-01-19,U,4847/0937,0.0,2017-02-16,4269/0111,0.0,2014-05-09,4056/0193,135000.0,2011-06-17,3800/0691,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,93-89-200,93,89,200,0.0,1995-07-03,Q,02148/0012,69000.0,1995-06-08,2148/0013,69000.0,1994-09-08,2148/0012,0.0,1990-10-12,1883/0209,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-89-200,93,89,200,0.0,1995-07-03,Q,02148/0012,69000.0,1995-06-08,2148/0013,69000.0,1994-09-08,2148/0012,0.0,1990-10-12,1883/0209,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,93-89-300,93,89,300,183533.0,2016-02-19,Q,4189/0096,159100.0,2014-06-18,4063/0965,159100.0,1997-07-01,2258/0459,89000.0,1996-06-27,02204/0490,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-89-300,93,89,300,183533.0,2016-02-19,Q,4189/0096,159100.0,2014-06-18,4063/0965,159100.0,1997-07-01,2258/0459,89000.0,1996-06-27,02204/0490,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,93-89-400,93,89,400,57000.0,2025-08-11,U,4954/0597,100000.0,2023-11-28,4840/0520,100000.0,2023-08-09,4818/0794,39300.0,2015-10-13,4164/0285,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-89-400,93,89,400,57000.0,2025-08-11,U,4954/0597,100000.0,2023-11-28,4840/0520,100000.0,2023-08-09,4818/0794,39300.0,2015-10-13,4164/0285,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,93-90,93,90,,0.0,2012-10-09,Q,0/0,132000.0,2010-10-15,3740/0670,132000.0,2010-08-03,315-2010-140/0,0.0,2010-08-03,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-90,93,90,,0.0,2012-10-09,Q,0/0,132000.0,2010-10-15,3740/0670,132000.0,2010-08-03,315-2010-140/0,0.0,2010-08-03,0/0,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,93-91,93,91,,0.0,2024-02-13,U,nan,0.0,2024-02-15,4851/0538,0.0,2010-07-30,0/0,0.0,2006-04-07,3267/0140,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-91,93,91,,0.0,2024-02-15,Q,4851/0538,0.0,2010-07-30,0/0,0.0,2006-04-07,3267/0140,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,93-92,93,92,,0.0,2025-06-02,U,4939/0491,0.0,2024-02-15,4851/0536,0.0,2024-02-13,nan,0.0,2010-07-30,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-92,93,92,,0.0,2025-06-02,U,4939/0491,0.0,2024-02-15,4851/0536,0.0,2010-07-30,0/0,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,93-93,93,93,,nan,2022-04-27,U,4723/738,207000.0,2019-08-22,4460/0477,207000.0,2019-03-19,4421/0834,44500.0,2015-04-21,4126/0260,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-93,93,93,,,2022-04-27,U,4723/738,207000.0,2019-08-22,4460/0477,207000.0,2019-03-19,4421/0834,44500.0,2015-04-21,4126/0260,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,93-94,93,94,,192000.0,2017-10-06,Q,4317/0039,129867.0,2014-08-11,4075/0639,129867.0,2008-06-04,3523/0676,169000.0,2007-10-08,2006/0508,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-94,93,94,,192000.0,2017-10-06,Q,4317/0039,129867.0,2014-08-11,4075/0639,129867.0,2008-06-04,3523/0676,169000.0,2007-10-08,2006/0508,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,93-95,93,95,,283733.0,2007-03-30,Q,3393/0126,0.0,2002-11-12,02736/0916,0.0,2002-11-12,2736/0916,0.0,2002-09-18,02713/0493,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-95,93,95,,283733.0,2007-03-30,Q,3393/0126,0.0,2002-11-12,02736/0916,0.0,2002-09-18,02713/0493,,,,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,93-96,93,96,,0.0,2024-06-07,U,4871/0191,165000.0,2021-09-08,4665/696,165000.0,2013-09-16,4011/0886,137000.0,2009-04-16,3610/0733,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-96,93,96,,0.0,2024-06-07,U,4871/0191,165000.0,2021-09-08,4665/696,165000.0,2013-09-16,4011/0886,137000.0,2009-04-16,3610/0733,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,93-97,93,97,,0.0,2024-10-30,U,4900/0309,0.0,2004-08-06,3040/0347,0.0,2004-06-08,03007/0523,139000.0,2004-06-08,3007/0523,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-97,93,97,,0.0,2024-10-30,U,4900/0309,0.0,2004-08-06,3040/0347,0.0,2004-06-08,03007/0523,139000.0,2004-06-08,3007/0523,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,93-98,93,98,,65000.0,2013-09-27,Q,4015/0519,46000.0,2001-09-17,2580/0854,46000.0,2001-09-14,2580/0854,46000.0,1990-07-02,1866/0985,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,93-98,93,98,,65000.0,2013-09-27,Q,4015/0519,46000.0,2001-09-17,2580/0854,46000.0,1990-07-02,1866/0985,,,,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,93-99,93,99,,0.0,1974-08-23,Q,1233/0584,0.0,1900-01-01,0/0,0.0,,nan,nan,,nan,Original NHDRA flat file data
