comparison_type,parcel_id,map,block,lot,current_sale_price,current_sale_date,current_qualified,current_book_page,prior1_sale_price,prior1_sale_date,prior1_book_page,prior2_sale_price,prior2_sale_date,prior2_book_page,prior3_sale_price,prior3_sale_date,prior3_book_page,data_quality_notes
ORIGINAL_NHDRA,91-216,91,216,,87500.0,1999-09-15,Q,2419/0578,0.0,1983-02-09,01496/0995,0.0,1983-02-09,1496/0995,0.0,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,91-216,91,216,,87500.0,1999-09-15,Q,2419/0578,0.0,1983-02-09,01496/0995,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,91-217,91,217,,0.0,2005-04-14,Q,3128/0001,0.0,2004-12-30,03093/0257,0.0,2004-12-30,03093/0248,0.0,2004-12-30,03093/0239,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,91-217,91,217,,0.0,2005-04-14,Q,3128/0001,0.0,2004-12-30,03093/0257,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,91-218,91,218,,200000.0,2009-12-18,Q,3669/0714,0.0,2009-12-11,03669/0712,0.0,2009-12-11,3669/0712,0.0,2009-07-20,03635/0932,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,91-218,91,218,,200000.0,2009-12-18,Q,3669/0714,0.0,2009-12-11,03669/0712,0.0,2009-07-20,03635/0932,,,,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,91-219,91,219,,0.0,2021-03-29,U,4618/234,430000.0,2019-01-04,4411/0848,430000.0,2016-07-05,0/0,0.0,2008-03-26,3502/0314,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,91-219,91,219,,0.0,2021-03-29,U,4618/234,430000.0,2019-01-04,4411/0848,430000.0,2016-07-05,0/0,0.0,2008-03-26,3502/0314,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,91-220,91,220,,210000.0,2019-04-03,Q,4425/0015,0.0,2010-10-15,3741/0395,0.0,1967-06-01,1055/0579,0.0,1900-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,91-220,91,220,,210000.0,2019-04-03,Q,4425/0015,0.0,2010-10-15,3741/0395,0.0,1967-06-01,1055/0579,0.0,1900-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,91-221,91,221,,148000.0,2022-08-10,Q,4749/741,180000.0,2008-06-19,3528/0592,180000.0,2003-09-09,02885/0472,143467.0,2003-04-14,2885/0472,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,91-221,91,221,,148000.0,2022-08-10,Q,4749/741,180000.0,2008-06-19,3528/0592,180000.0,2003-09-09,02885/0472,143467.0,2003-04-14,2885/0472,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,91-222,91,222,,0.0,1984-09-06,Q,1518/0402,0.0,1901-01-01,0/0,0.0,,nan,nan,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,91-222,91,222,,0.0,1984-09-06,Q,1518/0402,0.0,1901-01-01,0/0,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,91-223,91,223,,0.0,1900-01-01,Q,0/0,nan,,nan,nan,,nan,nan,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,91-223,91,223,,0.0,1900-01-01,Q,0/0,,,,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 1 sources
ORIGINAL_NHDRA,91-225,91,225,,220000.0,2012-06-29,Q,3896/0879,0.0,2008-08-12,3542/0506,0.0,2005-03-24,2005/0211,0.0,2005-03-24,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,91-225,91,225,,220000.0,2012-06-29,Q,3896/0879,0.0,2008-08-12,3542/0506,0.0,2005-03-24,2005/0211,,,,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,91-226,91,226,,47500.0,1996-08-08,Q,2212/0682,0.0,1980-10-02,1407/204,0.0,1900-01-01,0/0,0.0,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,91-226,91,226,,47500.0,1996-08-08,Q,2212/0682,0.0,1980-10-02,1407/204,0.0,1900-01-01,0/0,,,,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,91-228,91,228,,141800.0,2023-07-21,U,4814/0082,0.0,2015-01-08,0/0,0.0,2001-11-09,2600/0004,0.0,1977-10-28,01322/0997,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,91-228,91,228,,141800.0,2023-07-21,U,4814/0082,0.0,2015-01-08,0/0,0.0,2001-11-09,2600/0004,0.0,1977-10-28,01322/0997,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,91-229,91,229,,0.0,1900-01-01,Q,0/0,nan,,nan,nan,,nan,nan,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,91-229,91,229,,0.0,1900-01-01,Q,0/0,,,,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 1 sources
ORIGINAL_NHDRA,91-230,91,230,,0.0,1900-01-01,Q,0/0,nan,,nan,nan,,nan,nan,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,91-230,91,230,,0.0,1900-01-01,Q,0/0,,,,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 1 sources
ORIGINAL_NHDRA,91-232,91,232,,0.0,2003-03-13,Q,0/0,0.0,1998-08-24,2336/0707,0.0,1998-08-24,2236/0679,1250000.0,1996-08-30,2217/0624,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,91-232,91,232,,0.0,2003-03-13,Q,0/0,0.0,1998-08-24,2336/0707,1250000.0,1996-08-30,2217/0624,,,,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,91-233,91,233,,800000.0,2014-01-03,Q,4104/0092,1082000.0,2001-08-09,2569/0454,1082000.0,1986-10-16,1630/0528,0.0,1985-06-25,1548/0471,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,91-233,91,233,,800000.0,2014-01-03,Q,4104/0092,1082000.0,2001-08-09,2569/0454,1082000.0,1986-10-16,1630/0528,0.0,1985-06-25,1548/0471,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,91-235,91,235,,0.0,2025-06-05,U,2452/0863,0.0,2025-01-21,2452/0863,0.0,2003-10-31,2921/0213,0.0,2002-10-01,2727/0864,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,91-235,91,235,,0.0,2025-06-05,U,2452/0863,0.0,2025-01-21,2452/0863,0.0,2003-10-31,2921/0213,0.0,2002-10-01,2727/0864,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,91-236,91,236,,600000.0,2005-11-16,Q,3220/0279,460000.0,1999-01-14,2369/0069,460000.0,1990-12-31,1893/0346,0.0,1901-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,91-236,91,236,,600000.0,2005-11-16,Q,3220/0279,460000.0,1999-01-14,2369/0069,460000.0,1990-12-31,1893/0346,0.0,1901-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,91-237,91,237,,0.0,1900-01-01,Q,0/0,nan,,nan,nan,,nan,nan,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,91-237,91,237,,0.0,1900-01-01,Q,0/0,,,,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 1 sources
ORIGINAL_NHDRA,91-238,91,238,,2200000.0,2025-03-06,Q,4922/0353,0.0,1995-05-10,2141/0312,0.0,1995-04-07,02136/0011,337500.0,1995-04-05,2136/0011,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,91-238,91,238,,2200000.0,2025-03-06,Q,4922/0353,0.0,1995-05-10,2141/0312,0.0,1995-04-07,02136/0011,337500.0,1995-04-05,2136/0011,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,91-241,91,241,,600000.0,2005-10-14,Q,3210/0125,175000.0,1993-11-18,02061/0018,175000.0,1993-11-18,02061/0015,0.0,1993-11-15,2061/0018,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,91-241,91,241,,600000.0,2005-10-14,Q,3210/0125,175000.0,1993-11-18,02061/0018,0.0,1993-11-15,2061/0018,,,,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,91-242,91,242,,1545000.0,2015-08-07,Q,4152/0094,1700001.0,2015-07-15,4143/0538,1700001.0,2015-07-01,4141/0538,425000.0,1999-07-30,2411/0679,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,91-242,91,242,,1545000.0,2015-08-07,Q,4152/0094,1700001.0,2015-07-15,4143/0538,425000.0,1999-07-30,2411/0679,,,,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,91-243,91,243,,400000.0,2000-06-30,Q,2471/0282,0.0,1981-08-01,01427/0797,0.0,1981-08-01,1427/0797,0.0,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,91-243,91,243,,400000.0,2000-06-30,Q,2471/0282,0.0,1981-08-01,01427/0797,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,91-244,91,244,,0.0,1999-03-19,Q,2384/0370,0.0,1988-07-13,01749/0305,0.0,1988-07-07,1749/0305,0.0,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,91-244,91,244,,0.0,1999-03-19,Q,2384/0370,0.0,1988-07-13,01749/0305,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,91-245,91,245,,0.0,2002-05-28,Q,2674/0180,0.0,2002-05-28,2674/0180,0.0,2002-05-28,2674/0180,0.0,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,91-245,91,245,,0.0,2002-05-28,Q,2674/0180,,,,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 1 sources
ORIGINAL_NHDRA,91-246,91,246,,0.0,1999-06-07,Q,2406/0374,0.0,1900-01-01,0/0,0.0,1900-01-01,0/0,0.0,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,91-246,91,246,,0.0,1999-06-07,Q,2406/0374,0.0,1900-01-01,0/0,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,91-247,91,247,,0.0,1900-01-01,Q,0/0,nan,,nan,nan,,nan,nan,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,91-247,91,247,,0.0,1900-01-01,Q,0/0,,,,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 1 sources
ORIGINAL_NHDRA,91-248,91,248,,899000.0,2019-01-17,Q,4413/0394,500000.0,2009-07-21,3631/0270,500000.0,1994-11-11,2118/0718,300000.0,1901-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,91-248,91,248,,899000.0,2019-01-17,Q,4413/0394,500000.0,2009-07-21,3631/0270,500000.0,1994-11-11,2118/0718,300000.0,1901-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,91-249,91,249,,0.0,1900-01-01,Q,0/0,nan,,nan,nan,,nan,nan,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,91-249,91,249,,0.0,1900-01-01,Q,0/0,,,,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 1 sources
ORIGINAL_NHDRA,91-252,91,252,,0.0,1987-07-21,Q,1682/0719,0.0,1901-01-01,0/0,0.0,,nan,nan,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,91-252,91,252,,0.0,1987-07-21,Q,1682/0719,0.0,1901-01-01,0/0,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 2 sources
