Parcel ID,Assessment Year,Total Assessed Value,Land Assessed Value,Building Assessed Value,Data Source,Assessment Date,Tax Year
106-80,2020,485500.0,95700.0,375800.0,NHDRA,2020-01-01,2020
106-81,2022,323600.0,90800.0,232800.0,City Parcel Master,2022-01-01,2022
106-81,2020,323700.0,90900.0,232800.0,NHDRA,2020-01-01,2020
106-82,2022,324000.0,77200.0,241400.0,City Parcel Master,2022-01-01,2022
106-82,2020,324000.0,77200.0,241400.0,NHDRA,2020-01-01,2020
106-83,2022,228100.0,86800.0,141300.0,City Parcel Master,2022-01-01,2022
106-83,2020,225800.0,86900.0,138900.0,NHDRA,2020-01-01,2020
106-84,2022,400500.0,78900.0,321600.0,City Parcel Master,2022-01-01,2022
106-84,2020,374000.0,78900.0,295100.0,NHDRA,2020-01-01,2020
106-85,2022,384400.0,78900.0,305500.0,City Parcel Master,2022-01-01,2022
106-85,2020,359100.0,78900.0,280200.0,NHDRA,2020-01-01,2020
106-86,2022,378300.0,84000.0,294300.0,City Parcel Master,2022-01-01,2022
106-86,2020,378200.0,83900.0,294300.0,NHDRA,2020-01-01,2020
106-87,2022,264300.0,65800.0,191800.0,City Parcel Master,2022-01-01,2022
106-87,2020,248500.0,65800.0,176000.0,NHDRA,2020-01-01,2020
106-87-100,2022,266400.0,62000.0,192600.0,City Parcel Master,2022-01-01,2022
106-87-100,2020,273300.0,68900.0,192600.0,NHDRA,2020-01-01,2020
106-88,2022,239000.0,72600.0,150000.0,City Parcel Master,2022-01-01,2022
106-88,2020,247100.0,80700.0,150000.0,NHDRA,2020-01-01,2020
106-89,2022,246800.0,62400.0,184000.0,City Parcel Master,2022-01-01,2022
106-89,2020,253600.0,69300.0,183900.0,NHDRA,2020-01-01,2020
106-90,2022,314800.0,65200.0,249600.0,City Parcel Master,2022-01-01,2022
106-90,2020,322000.0,72400.0,249600.0,NHDRA,2020-01-01,2020
106-91,2022,339600.0,71600.0,267700.0,City Parcel Master,2022-01-01,2022
106-91,2020,339600.0,71600.0,267700.0,NHDRA,2020-01-01,2020
106-92,2022,292500.0,64000.0,228500.0,City Parcel Master,2022-01-01,2022
106-92,2020,292500.0,64000.0,228500.0,NHDRA,2020-01-01,2020
106-93,2022,227600.0,64000.0,163600.0,City Parcel Master,2022-01-01,2022
106-93,2020,227600.0,64000.0,163600.0,NHDRA,2020-01-01,2020
106-94,2022,246200.0,69800.0,165200.0,City Parcel Master,2022-01-01,2022
106-94,2020,242800.0,69800.0,165200.0,NHDRA,2020-01-01,2020
106-95,2022,285900.0,72400.0,208700.0,City Parcel Master,2022-01-01,2022
106-95,2020,285900.0,72400.0,208700.0,NHDRA,2020-01-01,2020
106-96,2022,385800.0,76200.0,291300.0,City Parcel Master,2022-01-01,2022
106-96,2020,371100.0,76200.0,289300.0,NHDRA,2020-01-01,2020
106-97,2022,301200.0,61500.0,224600.0,City Parcel Master,2022-01-01,2022
106-97,2020,297600.0,61500.0,224600.0,NHDRA,2020-01-01,2020
106-98,2022,298100.0,75900.0,221800.0,City Parcel Master,2022-01-01,2022
106-98,2020,298100.0,75900.0,221800.0,NHDRA,2020-01-01,2020
106-99,2022,304500.0,61500.0,243000.0,City Parcel Master,2022-01-01,2022
106-99,2020,304500.0,61500.0,243000.0,NHDRA,2020-01-01,2020
106-100,2022,278000.0,71600.0,206400.0,City Parcel Master,2022-01-01,2022
106-100,2020,278000.0,71600.0,206400.0,NHDRA,2020-01-01,2020
106-101,2022,282600.0,70300.0,198200.0,City Parcel Master,2022-01-01,2022
106-101,2020,282600.0,70300.0,198200.0,NHDRA,2020-01-01,2020
106-102,2022,359200.0,65300.0,293400.0,City Parcel Master,2022-01-01,2022
106-102,2020,359200.0,65300.0,293400.0,NHDRA,2020-01-01,2020
106-103,2022,281900.0,67800.0,214100.0,City Parcel Master,2022-01-01,2022
106-103,2020,281900.0,67800.0,214100.0,NHDRA,2020-01-01,2020
106-104,2022,429500.0,79600.0,349900.0,City Parcel Master,2022-01-01,2022
106-104,2020,429600.0,79700.0,349900.0,NHDRA,2020-01-01,2020
106-105,2022,334100.0,73900.0,259900.0,City Parcel Master,2022-01-01,2022
106-105,2020,334100.0,73900.0,259900.0,NHDRA,2020-01-01,2020
106-106,2022,328500.0,69800.0,258700.0,City Parcel Master,2022-01-01,2022
106-106,2020,328500.0,69800.0,258700.0,NHDRA,2020-01-01,2020
106-107,2022,259000.0,68300.0,186500.0,City Parcel Master,2022-01-01,2022
106-107,2020,259000.0,68300.0,186500.0,NHDRA,2020-01-01,2020
106-108,2022,233400.0,68800.0,164600.0,City Parcel Master,2022-01-01,2022
106-108,2020,233400.0,68800.0,164600.0,NHDRA,2020-01-01,2020
106-109,2022,200200.0,62700.0,137500.0,City Parcel Master,2022-01-01,2022
106-109,2020,189100.0,62700.0,126400.0,NHDRA,2020-01-01,2020
106-110,2022,323900.0,63800.0,260100.0,City Parcel Master,2022-01-01,2022
106-110,2020,323800.0,63700.0,260100.0,NHDRA,2020-01-01,2020
106-111,2022,226200.0,64700.0,161500.0,City Parcel Master,2022-01-01,2022
106-111,2020,210600.0,64700.0,145900.0,NHDRA,2020-01-01,2020
106-112,2022,301600.0,87000.0,209400.0,City Parcel Master,2022-01-01,2022
106-112,2020,301400.0,86800.0,209400.0,NHDRA,2020-01-01,2020
106-113,2022,286700.0,69900.0,216800.0,City Parcel Master,2022-01-01,2022
106-113,2020,162200.0,69900.0,92300.0,NHDRA,2020-01-01,2020
106-114,2022,274800.0,77600.0,197200.0,City Parcel Master,2022-01-01,2022
106-114,2020,274800.0,77600.0,197200.0,NHDRA,2020-01-01,2020
106-115,2022,222300.0,222300.0,0.0,City Parcel Master,2022-01-01,2022
106-115,2020,222300.0,222300.0,0.0,NHDRA,2020-01-01,2020
106-116,2022,214100.0,214100.0,0.0,City Parcel Master,2022-01-01,2022
106-116,2020,214200.0,214200.0,0.0,NHDRA,2020-01-01,2020
106-117,2022,285300.0,68300.0,217000.0,City Parcel Master,2022-01-01,2022
106-117,2020,285300.0,68300.0,217000.0,NHDRA,2020-01-01,2020
106-118,2022,295000.0,50200.0,244800.0,City Parcel Master,2022-01-01,2022
106-118,2020,292300.0,50200.0,242100.0,NHDRA,2020-01-01,2020
106-119,2022,272900.0,59300.0,213600.0,City Parcel Master,2022-01-01,2022
106-119,2020,272900.0,59300.0,213600.0,NHDRA,2020-01-01,2020
106-120,2022,303000.0,51300.0,251700.0,City Parcel Master,2022-01-01,2022
106-120,2020,233300.0,51400.0,181900.0,NHDRA,2020-01-01,2020
106-133,2022,284600.0,58700.0,214300.0,City Parcel Master,2022-01-01,2022
106-133,2020,284600.0,58700.0,214300.0,NHDRA,2020-01-01,2020
107-1,2022,251300.0,61400.0,189900.0,City Parcel Master,2022-01-01,2022
107-1,2020,251400.0,61500.0,189900.0,NHDRA,2020-01-01,2020
107-2,2022,274300.0,69400.0,204900.0,City Parcel Master,2022-01-01,2022
107-2,2020,274300.0,69400.0,204900.0,NHDRA,2020-01-01,2020
107-3,2022,205600.0,71600.0,133700.0,City Parcel Master,2022-01-01,2022
107-3,2020,205700.0,71700.0,133700.0,NHDRA,2020-01-01,2020
107-4,2022,922700.0,245700.0,677000.0,City Parcel Master,2022-01-01,2022
107-4,2020,866800.0,245700.0,621100.0,NHDRA,2020-01-01,2020
107-5,2022,346900.0,80900.0,260100.0,City Parcel Master,2022-01-01,2022
107-5,2020,346900.0,80900.0,260100.0,NHDRA,2020-01-01,2020
107-6,2022,351000.0,74800.0,276200.0,City Parcel Master,2022-01-01,2022
107-6,2020,351000.0,74800.0,276200.0,NHDRA,2020-01-01,2020
107-7,2022,259200.0,58200.0,197500.0,City Parcel Master,2022-01-01,2022
107-7,2020,244400.0,58200.0,182700.0,NHDRA,2020-01-01,2020
107-8-100,2022,308500.0,79900.0,222100.0,City Parcel Master,2022-01-01,2022
107-8-100,2020,305100.0,79900.0,218700.0,NHDRA,2020-01-01,2020
107-8-200,2022,302500.0,71600.0,230900.0,City Parcel Master,2022-01-01,2022
107-8-200,2020,302500.0,71600.0,230900.0,NHDRA,2020-01-01,2020
107-8-300,2022,350200.0,70800.0,276700.0,City Parcel Master,2022-01-01,2022
107-8-300,2020,344300.0,70800.0,273300.0,NHDRA,2020-01-01,2020
107-9,2022,309900.0,71900.0,238000.0,City Parcel Master,2022-01-01,2022
107-9,2020,306900.0,71900.0,234800.0,NHDRA,2020-01-01,2020
107-10,2022,10600.0,10600.0,0.0,City Parcel Master,2022-01-01,2022
107-10,2020,10600.0,10600.0,0.0,NHDRA,2020-01-01,2020
107-11,2022,191200.0,67300.0,123800.0,City Parcel Master,2022-01-01,2022
107-11,2020,191200.0,67300.0,123800.0,NHDRA,2020-01-01,2020
107-12,2022,235200.0,66300.0,162800.0,City Parcel Master,2022-01-01,2022
107-12,2020,234800.0,66300.0,162500.0,NHDRA,2020-01-01,2020
107-13,2022,300100.0,65800.0,234300.0,City Parcel Master,2022-01-01,2022
107-13,2020,300000.0,65700.0,234300.0,NHDRA,2020-01-01,2020
107-14,2022,273100.0,65800.0,201700.0,City Parcel Master,2022-01-01,2022
107-14,2020,273000.0,65700.0,201700.0,NHDRA,2020-01-01,2020
107-15,2022,358500.0,81000.0,277200.0,City Parcel Master,2022-01-01,2022
107-15,2020,358500.0,81000.0,277200.0,NHDRA,2020-01-01,2020
107-16,2022,364600.0,79900.0,284200.0,City Parcel Master,2022-01-01,2022
107-16,2020,364600.0,79900.0,284200.0,NHDRA,2020-01-01,2020
107-17,2022,335200.0,79900.0,254300.0,City Parcel Master,2022-01-01,2022
107-17,2020,335200.0,79900.0,254300.0,NHDRA,2020-01-01,2020
107-18,2022,2081200.0,522600.0,1533600.0,City Parcel Master,2022-01-01,2022
107-18,2020,2081200.0,522600.0,1533600.0,NHDRA,2020-01-01,2020
107-19,2022,265300.0,90800.0,172300.0,City Parcel Master,2022-01-01,2022
107-19,2020,275500.0,90700.0,182600.0,NHDRA,2020-01-01,2020
107-20,2022,3400.0,3400.0,0.0,City Parcel Master,2022-01-01,2022
107-20,2020,3400.0,3400.0,0.0,NHDRA,2020-01-01,2020
107-21,2022,237600.0,100100.0,136100.0,City Parcel Master,2022-01-01,2022
107-21,2020,237600.0,100100.0,136100.0,NHDRA,2020-01-01,2020
107-22,2022,8700.0,8700.0,0.0,City Parcel Master,2022-01-01,2022
107-22,2020,8700.0,8700.0,0.0,NHDRA,2020-01-01,2020
107-23,2022,332600.0,84100.0,237700.0,City Parcel Master,2022-01-01,2022
107-23,2020,324300.0,84100.0,229400.0,NHDRA,2020-01-01,2020
107-24,2022,353300.0,89600.0,252300.0,City Parcel Master,2022-01-01,2022
107-24,2020,353400.0,89700.0,252300.0,NHDRA,2020-01-01,2020
107-25,2022,297000.0,72400.0,224600.0,City Parcel Master,2022-01-01,2022
107-25,2020,297000.0,72400.0,224600.0,NHDRA,2020-01-01,2020
107-26,2022,231200.0,67300.0,160700.0,City Parcel Master,2022-01-01,2022
107-26,2020,231200.0,67300.0,160700.0,NHDRA,2020-01-01,2020
107-27,2022,336800.0,70800.0,254900.0,City Parcel Master,2022-01-01,2022
107-27,2020,336800.0,70800.0,254900.0,NHDRA,2020-01-01,2020
107-28,2022,284400.0,85300.0,198800.0,City Parcel Master,2022-01-01,2022
107-28,2020,284500.0,85400.0,198800.0,NHDRA,2020-01-01,2020
107-29,2022,308000.0,67300.0,240700.0,City Parcel Master,2022-01-01,2022
107-29,2020,308000.0,67300.0,240700.0,NHDRA,2020-01-01,2020
107-30,2022,389200.0,71600.0,317600.0,City Parcel Master,2022-01-01,2022
107-30,2020,389200.0,71600.0,317600.0,NHDRA,2020-01-01,2020
107-31,2022,252700.0,67300.0,185400.0,City Parcel Master,2022-01-01,2022
107-31,2020,242200.0,67300.0,174900.0,NHDRA,2020-01-01,2020
107-32,2022,329500.0,70800.0,258700.0,City Parcel Master,2022-01-01,2022
107-32,2020,296700.0,70800.0,225900.0,NHDRA,2020-01-01,2020
107-33,2022,350500.0,71600.0,278500.0,City Parcel Master,2022-01-01,2022
107-33,2020,349000.0,71600.0,277000.0,NHDRA,2020-01-01,2020
107-34,2022,352900.0,76200.0,268400.0,City Parcel Master,2022-01-01,2022
107-34,2020,355400.0,76200.0,270900.0,NHDRA,2020-01-01,2020
107-35,2022,253100.0,62800.0,190300.0,City Parcel Master,2022-01-01,2022
107-35,2020,253100.0,62800.0,190300.0,NHDRA,2020-01-01,2020
107-36,2022,477600.0,97300.0,380300.0,City Parcel Master,2022-01-01,2022
107-36,2020,477600.0,97300.0,380300.0,NHDRA,2020-01-01,2020
107-37,2022,265000.0,71000.0,193500.0,City Parcel Master,2022-01-01,2022
107-37,2020,264900.0,70900.0,193500.0,NHDRA,2020-01-01,2020
107-38,2022,262900.0,66300.0,186000.0,City Parcel Master,2022-01-01,2022
107-38,2020,247900.0,66300.0,171000.0,NHDRA,2020-01-01,2020
107-39,2022,350200.0,67300.0,282900.0,City Parcel Master,2022-01-01,2022
107-39,2020,340200.0,67300.0,272900.0,NHDRA,2020-01-01,2020
107-40,2022,294900.0,63900.0,224400.0,City Parcel Master,2022-01-01,2022
107-40,2020,294900.0,63900.0,224400.0,NHDRA,2020-01-01,2020
107-42,2022,215400.0,62100.0,153300.0,City Parcel Master,2022-01-01,2022
107-42,2020,215400.0,62100.0,153300.0,NHDRA,2020-01-01,2020
107-43,2022,246900.0,63200.0,183700.0,City Parcel Master,2022-01-01,2022
107-43,2020,241400.0,62700.0,178700.0,NHDRA,2020-01-01,2020
107-44,2022,272900.0,75900.0,182200.0,City Parcel Master,2022-01-01,2022
107-44,2020,349100.0,75900.0,254700.0,NHDRA,2020-01-01,2020
107-45,2022,181200.0,65800.0,102900.0,City Parcel Master,2022-01-01,2022
107-45,2020,181300.0,65900.0,102900.0,NHDRA,2020-01-01,2020
107-46,2022,303200.0,67300.0,235900.0,City Parcel Master,2022-01-01,2022
107-46,2020,299000.0,67300.0,231700.0,NHDRA,2020-01-01,2020
107-47,2022,227400.0,66300.0,147900.0,City Parcel Master,2022-01-01,2022
107-47,2020,225100.0,66300.0,145600.0,NHDRA,2020-01-01,2020
107-48,2022,293800.0,67400.0,219300.0,City Parcel Master,2022-01-01,2022
107-48,2020,293700.0,67300.0,219300.0,NHDRA,2020-01-01,2020
107-49,2022,288700.0,70300.0,206900.0,City Parcel Master,2022-01-01,2022
107-49,2020,288700.0,70300.0,206900.0,NHDRA,2020-01-01,2020
107-50,2022,293100.0,70300.0,212000.0,City Parcel Master,2022-01-01,2022
107-50,2020,293100.0,70300.0,212000.0,NHDRA,2020-01-01,2020
107-51,2022,213500.0,70300.0,142700.0,City Parcel Master,2022-01-01,2022
107-51,2020,213500.0,70300.0,142700.0,NHDRA,2020-01-01,2020
107-52,2022,196900.0,64700.0,131900.0,City Parcel Master,2022-01-01,2022
107-52,2020,196700.0,64700.0,131700.0,NHDRA,2020-01-01,2020
107-53,2022,236600.0,61500.0,164400.0,City Parcel Master,2022-01-01,2022
107-53,2020,236600.0,61500.0,164400.0,NHDRA,2020-01-01,2020
107-54,2022,327500.0,63300.0,258000.0,City Parcel Master,2022-01-01,2022
107-54,2020,327500.0,63300.0,258000.0,NHDRA,2020-01-01,2020
107-55,2022,223100.0,70300.0,146000.0,City Parcel Master,2022-01-01,2022
107-55,2020,223100.0,70300.0,146000.0,NHDRA,2020-01-01,2020
107-56,2022,293300.0,70300.0,223000.0,City Parcel Master,2022-01-01,2022
107-56,2020,274700.0,70300.0,204400.0,NHDRA,2020-01-01,2020
107-57,2022,281200.0,70300.0,209400.0,City Parcel Master,2022-01-01,2022
107-57,2020,296000.0,70300.0,224200.0,NHDRA,2020-01-01,2020
107-58,2022,178900.0,63000.0,106400.0,City Parcel Master,2022-01-01,2022
107-58,2020,178900.0,63000.0,106400.0,NHDRA,2020-01-01,2020
107-59,2022,250600.0,63900.0,181900.0,City Parcel Master,2022-01-01,2022
107-59,2020,250600.0,63900.0,181900.0,NHDRA,2020-01-01,2020
107-60,2022,275900.0,66300.0,209100.0,City Parcel Master,2022-01-01,2022
107-60,2020,276400.0,66300.0,209600.0,NHDRA,2020-01-01,2020
107-61,2022,340700.0,71700.0,262400.0,City Parcel Master,2022-01-01,2022
107-61,2020,340600.0,71600.0,262400.0,NHDRA,2020-01-01,2020
107-62,2022,407100.0,60200.0,337900.0,City Parcel Master,2022-01-01,2022
107-62,2020,407100.0,60200.0,337900.0,NHDRA,2020-01-01,2020
107-63,2022,293200.0,62400.0,222700.0,City Parcel Master,2022-01-01,2022
107-63,2020,293100.0,62300.0,222700.0,NHDRA,2020-01-01,2020
107-64,2022,190500.0,74700.0,105100.0,City Parcel Master,2022-01-01,2022
107-64,2020,177900.0,74700.0,92500.0,NHDRA,2020-01-01,2020
107-65,2022,180900.0,67200.0,113200.0,City Parcel Master,2022-01-01,2022
107-65,2020,180900.0,67200.0,113200.0,NHDRA,2020-01-01,2020
107-66,2022,220600.0,70300.0,150300.0,City Parcel Master,2022-01-01,2022
107-66,2020,220600.0,70300.0,150300.0,NHDRA,2020-01-01,2020
107-67,2022,213700.0,70300.0,143400.0,City Parcel Master,2022-01-01,2022
107-67,2020,213700.0,70300.0,143400.0,NHDRA,2020-01-01,2020
107-68,2022,255600.0,70300.0,179200.0,City Parcel Master,2022-01-01,2022
107-68,2020,255600.0,70300.0,179200.0,NHDRA,2020-01-01,2020
107-69,2022,283500.0,70300.0,213200.0,City Parcel Master,2022-01-01,2022
107-69,2020,283500.0,70300.0,213200.0,NHDRA,2020-01-01,2020
107-70,2022,248300.0,70300.0,178000.0,City Parcel Master,2022-01-01,2022
107-70,2020,233900.0,70300.0,163600.0,NHDRA,2020-01-01,2020
107-71,2022,261400.0,81700.0,179300.0,City Parcel Master,2022-01-01,2022
107-71,2020,261400.0,81700.0,179300.0,NHDRA,2020-01-01,2020
107-72,2022,210200.0,76000.0,134200.0,City Parcel Master,2022-01-01,2022
107-72,2020,210200.0,76000.0,134200.0,NHDRA,2020-01-01,2020
107-73,2022,288700.0,81800.0,206600.0,City Parcel Master,2022-01-01,2022
107-73,2020,288600.0,81700.0,206600.0,NHDRA,2020-01-01,2020
107-74,2022,312000.0,70300.0,232700.0,City Parcel Master,2022-01-01,2022
107-74,2020,312000.0,70300.0,232700.0,NHDRA,2020-01-01,2020
107-75,2022,308300.0,84900.0,223100.0,City Parcel Master,2022-01-01,2022
107-75,2020,309800.0,85000.0,224500.0,NHDRA,2020-01-01,2020
107-76,2022,143500.0,143500.0,0.0,City Parcel Master,2022-01-01,2022
107-76,2020,143500.0,143500.0,0.0,NHDRA,2020-01-01,2020
107-77,2022,210900.0,70000.0,140900.0,City Parcel Master,2022-01-01,2022
107-77,2020,217400.0,70000.0,147400.0,NHDRA,2020-01-01,2020
107-78,2022,469100.0,78000.0,375700.0,City Parcel Master,2022-01-01,2022
107-78,2020,457800.0,78000.0,364900.0,NHDRA,2020-01-01,2020
107-79,2022,313700.0,72400.0,241300.0,City Parcel Master,2022-01-01,2022
107-79,2020,313700.0,72400.0,241300.0,NHDRA,2020-01-01,2020
107-80,2022,304900.0,73900.0,226100.0,City Parcel Master,2022-01-01,2022
107-80,2020,304900.0,73900.0,226100.0,NHDRA,2020-01-01,2020
107-81,2022,277500.0,60600.0,211700.0,City Parcel Master,2022-01-01,2022
107-81,2020,277400.0,60500.0,211700.0,NHDRA,2020-01-01,2020
107-82,2022,225900.0,45400.0,180500.0,City Parcel Master,2022-01-01,2022
107-82,2020,221700.0,45400.0,176300.0,NHDRA,2020-01-01,2020
107-83,2022,202900.0,70000.0,121000.0,City Parcel Master,2022-01-01,2022
107-83,2020,202900.0,70000.0,121000.0,NHDRA,2020-01-01,2020
107-84,2022,461100.0,97700.0,363200.0,City Parcel Master,2022-01-01,2022
107-84,2020,435100.0,97700.0,337200.0,NHDRA,2020-01-01,2020
107-85,2022,454900.0,94500.0,360400.0,City Parcel Master,2022-01-01,2022
107-85,2020,454900.0,94500.0,360400.0,NHDRA,2020-01-01,2020
107-86,2022,514400.0,90800.0,423600.0,City Parcel Master,2022-01-01,2022
107-86,2020,518200.0,90700.0,427500.0,NHDRA,2020-01-01,2020
107-87,2022,424600.0,106200.0,313600.0,City Parcel Master,2022-01-01,2022
107-87,2020,401200.0,106200.0,290200.0,NHDRA,2020-01-01,2020
107-88,2022,321300.0,95100.0,221800.0,City Parcel Master,2022-01-01,2022
107-88,2020,317800.0,95100.0,218300.0,NHDRA,2020-01-01,2020
107-89,2022,682300.0,110900.0,569900.0,City Parcel Master,2022-01-01,2022
107-89,2020,682400.0,111000.0,569900.0,NHDRA,2020-01-01,2020
107-90,2022,450900.0,114400.0,336500.0,City Parcel Master,2022-01-01,2022
107-90,2020,450800.0,114300.0,336500.0,NHDRA,2020-01-01,2020
107-91,2022,357000.0,88800.0,268200.0,City Parcel Master,2022-01-01,2022
107-91,2020,357000.0,88800.0,268200.0,NHDRA,2020-01-01,2020
107-92,2022,349800.0,65400.0,278400.0,City Parcel Master,2022-01-01,2022
107-92,2020,349700.0,65300.0,278400.0,NHDRA,2020-01-01,2020
107-93,2022,471400.0,66300.0,405100.0,City Parcel Master,2022-01-01,2022
107-93,2020,471400.0,66300.0,405100.0,NHDRA,2020-01-01,2020
107-94,2022,318200.0,67300.0,250900.0,City Parcel Master,2022-01-01,2022
107-94,2020,324500.0,67300.0,250700.0,NHDRA,2020-01-01,2020
107-95,2022,380000.0,71000.0,298200.0,City Parcel Master,2022-01-01,2022
107-95,2020,379900.0,70900.0,298200.0,NHDRA,2020-01-01,2020
107-96,2022,537500.0,77000.0,460500.0,City Parcel Master,2022-01-01,2022
107-96,2020,520400.0,77000.0,443400.0,NHDRA,2020-01-01,2020
107-97,2022,239600.0,62800.0,175900.0,City Parcel Master,2022-01-01,2022
107-97,2020,239600.0,62800.0,175900.0,NHDRA,2020-01-01,2020
107-98,2022,252800.0,62800.0,190000.0,City Parcel Master,2022-01-01,2022
107-98,2020,252800.0,62800.0,190000.0,NHDRA,2020-01-01,2020
107-99,2022,593800.0,118200.0,468600.0,City Parcel Master,2022-01-01,2022
107-99,2020,570300.0,118200.0,445100.0,NHDRA,2020-01-01,2020
107-100,2022,1212800.0,512300.0,670300.0,City Parcel Master,2022-01-01,2022
107-100,2020,1216000.0,512500.0,673300.0,NHDRA,2020-01-01,2020
107-101,2022,561800.0,105000.0,447700.0,City Parcel Master,2022-01-01,2022
107-101,2020,561800.0,105000.0,447700.0,NHDRA,2020-01-01,2020
107-102,2022,463500.0,97700.0,359200.0,City Parcel Master,2022-01-01,2022
107-102,2020,443300.0,97700.0,339000.0,NHDRA,2020-01-01,2020
107-103,2022,644500.0,284900.0,333000.0,City Parcel Master,2022-01-01,2022
107-103,2020,637700.0,285000.0,326100.0,NHDRA,2020-01-01,2020
107-104,2022,319100.0,85500.0,220200.0,City Parcel Master,2022-01-01,2022
107-104,2020,298900.0,85500.0,210800.0,NHDRA,2020-01-01,2020
107-105,2022,316100.0,91400.0,224300.0,City Parcel Master,2022-01-01,2022
107-105,2020,316100.0,91400.0,224300.0,NHDRA,2020-01-01,2020
107-106,2022,227400.0,86800.0,140600.0,City Parcel Master,2022-01-01,2022
107-106,2020,227400.0,86800.0,140600.0,NHDRA,2020-01-01,2020
107-107,2022,525900.0,111800.0,414100.0,City Parcel Master,2022-01-01,2022
107-107,2020,534500.0,111900.0,422600.0,NHDRA,2020-01-01,2020
107-108,2022,295600.0,111800.0,178600.0,City Parcel Master,2022-01-01,2022
107-108,2020,295700.0,111900.0,178600.0,NHDRA,2020-01-01,2020
107-109,2022,353600.0,79300.0,261900.0,City Parcel Master,2022-01-01,2022
107-109,2020,353600.0,79300.0,261900.0,NHDRA,2020-01-01,2020
107-110,2022,328100.0,88800.0,239300.0,City Parcel Master,2022-01-01,2022
107-110,2020,328100.0,88800.0,239300.0,NHDRA,2020-01-01,2020
107-111,2022,529400.0,83800.0,445600.0,City Parcel Master,2022-01-01,2022
107-111,2020,529400.0,83800.0,445600.0,NHDRA,2020-01-01,2020
107-112,2022,390200.0,105700.0,284500.0,City Parcel Master,2022-01-01,2022
107-112,2020,390000.0,105500.0,284500.0,NHDRA,2020-01-01,2020
107-113,2022,406400.0,88800.0,317600.0,City Parcel Master,2022-01-01,2022
107-113,2020,406400.0,88800.0,317600.0,NHDRA,2020-01-01,2020
107-114,2022,312100.0,103100.0,208800.0,City Parcel Master,2022-01-01,2022
107-114,2020,394500.0,206400.0,187900.0,NHDRA,2020-01-01,2020
107-115,2022,511500.0,96700.0,405000.0,City Parcel Master,2022-01-01,2022
107-115,2020,511500.0,96700.0,405000.0,NHDRA,2020-01-01,2020
107-116,2022,155700.0,116400.0,36500.0,City Parcel Master,2022-01-01,2022
107-116,2020,155700.0,116400.0,36500.0,NHDRA,2020-01-01,2020
107-117,2022,169600.0,97100.0,62500.0,City Parcel Master,2022-01-01,2022
107-117,2020,243200.0,97000.0,136200.0,NHDRA,2020-01-01,2020
107-118,2022,361100.0,97100.0,253300.0,City Parcel Master,2022-01-01,2022
107-118,2020,361000.0,97000.0,253300.0,NHDRA,2020-01-01,2020
107-119,2022,300800.0,92100.0,208700.0,City Parcel Master,2022-01-01,2022
107-119,2020,300800.0,92100.0,208700.0,NHDRA,2020-01-01,2020
107-120,2022,65400.0,56400.0,0.0,City Parcel Master,2022-01-01,2022
107-120,2020,65400.0,56400.0,0.0,NHDRA,2020-01-01,2020
107-121,2022,350100.0,106200.0,232100.0,City Parcel Master,2022-01-01,2022
107-121,2020,350100.0,106200.0,232100.0,NHDRA,2020-01-01,2020
107-122,2022,329500.0,93100.0,236100.0,City Parcel Master,2022-01-01,2022
107-122,2020,343600.0,93100.0,250200.0,NHDRA,2020-01-01,2020
107-123,2022,361500.0,92100.0,234800.0,City Parcel Master,2022-01-01,2022
107-123,2020,358500.0,92100.0,231800.0,NHDRA,2020-01-01,2020
107-124,2022,310600.0,86800.0,221900.0,City Parcel Master,2022-01-01,2022
107-124,2020,310600.0,86800.0,221900.0,NHDRA,2020-01-01,2020
107-125,2022,552200.0,110500.0,441700.0,City Parcel Master,2022-01-01,2022
107-125,2020,537300.0,110500.0,426800.0,NHDRA,2020-01-01,2020
107-126,2022,473500.0,106200.0,366800.0,City Parcel Master,2022-01-01,2022
107-126,2020,490800.0,106200.0,384200.0,NHDRA,2020-01-01,2020
107-127,2022,367700.0,103300.0,257900.0,City Parcel Master,2022-01-01,2022
107-127,2020,367700.0,103300.0,257900.0,NHDRA,2020-01-01,2020
107-128,2022,295400.0,102100.0,192900.0,City Parcel Master,2022-01-01,2022
107-128,2020,295300.0,102000.0,192900.0,NHDRA,2020-01-01,2020
107-129,2022,582600.0,93100.0,489000.0,City Parcel Master,2022-01-01,2022
107-129,2020,411800.0,93100.0,318700.0,NHDRA,2020-01-01,2020
107-130,2022,349600.0,95100.0,237900.0,City Parcel Master,2022-01-01,2022
107-130,2020,345900.0,95100.0,234200.0,NHDRA,2020-01-01,2020
107-131,2022,443200.0,105700.0,334100.0,City Parcel Master,2022-01-01,2022
107-131,2020,437600.0,105600.0,328600.0,NHDRA,2020-01-01,2020
107-132,2022,303400.0,93100.0,196500.0,City Parcel Master,2022-01-01,2022
107-132,2020,303400.0,93100.0,196500.0,NHDRA,2020-01-01,2020
107-133,2022,297600.0,92100.0,197000.0,City Parcel Master,2022-01-01,2022
107-133,2020,286100.0,92100.0,185900.0,NHDRA,2020-01-01,2020
107-134,2022,389500.0,96100.0,279800.0,City Parcel Master,2022-01-01,2022
107-134,2020,375800.0,96000.0,279800.0,NHDRA,2020-01-01,2020
107-135,2022,312600.0,83200.0,229400.0,City Parcel Master,2022-01-01,2022
107-135,2020,323300.0,83200.0,240100.0,NHDRA,2020-01-01,2020
