REM_MBLU_MAP,REM_MBLU_BLOCK,REM_MBLU_LOT,REM_MBLU_UNIT,VNS_AYB,VNS_EYB,VNS_STYLE,VNS_STYLE_DESC,VNS_OCC,VNS_OCC_DESC,VNS_GRADE,VNS_GRADE_DESC,VNS_BLDG_AREA_LIVING,VNS_BLDG_AREA_GROSS,VNS_BLDG_AREA_EFFECTIVE,VNS_PCT_GOOD,CNS_ASSESS_VAL
     84,     20,       ,       ,1966,2004,22,CONVENT`NL,1010,ONE FAM,C+,AVG. (+),1460,2810,1820,82,313500
     84,     22,       ,       ,2016,2017,22,CONVENT`NL,1010,ONE FAM,C,AVERAGE,1969,4473,2530,95,405000
     84,     23,       ,       ,2013,2017,22,CONVENT`NL,1010,ONE FAM,C,AVERAGE,1920,3454,2367,95,397400
     84,     24,       ,       ,1963,2004,03,"CAMP,SEAS",1010,ONE FAM,C+,AVG. (+),920,2153,1188,82,73900
     84,     25,       ,       ,1950,1993,03,"CAMP,SEAS",1010,ONE FAM,C+,AVG. (+),1258,2100,1293,71,65400
     84,     26,       ,       ,1970,1990,03,"CAMP,SEAS",1010,ONE FAM,C-,AVG. (-),1008,2016,1515,68,38900
     84,     27,       ,       ,1960,1997,04,"CAMP,YRRND",1010,ONE FAM,C,AVERAGE,2102,5996,2926,75,156800
     84,     28,       ,       ,,,,,9030,,,,0,0,0,,0
     84,     29,       ,       ,1900,1972,66,GAS MART,3250,STORE,C-,Avg. (-),1850,3300,2225,50,196700
     84,     29,       ,       ,1981,2005,19,RANCH,325R,STORE-Res,C,AVERAGE,912,1850,1253,83,145500
     84,     30,       ,       ,1952,1988,05,CAPE,1010,ONE FAM,C-,AVG. (-),1057,3619,1573,66,158500
     84,     31,       ,       ,1934,1989,05,CAPE,1010,ONE FAM,C,AVERAGE,1587,3132,1837,67,186800
     84,     32,       ,       ,1840,1982,12,MULTI-CONV,1110,APT 4-8,C,Average,4032,5902,4445,60,316200
     84,     33,       ,       ,1860,1984,06,COLONIAL,1010,ONE FAM,C,AVERAGE,1680,2801,2070,62,198300
     84,     34,       ,       ,1860,1993,22,CONVENT`NL,1010,ONE FAM,C,AVERAGE,1708,4205,2083,71,252400
     84,     36,       ,       ,1960,2004,19,RANCH,1010,ONE FAM,C,AVERAGE,1403,2958,1792,82,235500
     84,     37,       ,       ,1991,2009,05,CAPE,1010,ONE FAM,C,AVERAGE,1398,4910,2153,87,286600
     84,     38,       ,       ,,,,,9010,,,,0,0,0,,0
     84,     39,       ,       ,,,,,9010,,,,0,0,0,,0
     84,     40,       ,       ,,,,,9010,,,,0,0,0,,0
     84,     41,       ,       ,1982,2014,06,COLONIAL,1010,ONE FAM,C+,AVG. (+),3324,6103,4137,92,556400
     84,     42,       ,       ,1979,2005,05,CAPE,1010,ONE FAM,C,AVERAGE,1753,5172,2381,83,270300
     84,     43,       ,       ,1960,1997,05,CAPE,1010,ONE FAM,C,AVERAGE,1120,4152,1837,75,214500
     84,     44,       ,       ,1985,2009,19,RANCH,1010,ONE FAM,C-,AVG. (-),1008,2216,1280,87,182500
     84,     45,       ,       ,2003,2013,05,CAPE,1010,ONE FAM,C,AVERAGE,1663,3456,1939,91,225100
     84,     46,       ,       ,1990,2009,09,CONTEMPORY,1010,ONE FAM,C+,AVG. (+),1440,3478,1883,87,290200
     84,     47,    100,       ,2002,2015,19,RANCH,1010,ONE FAM,B+,GOOD (+),3221,8092,4620,93,762000
     84,     47,    200,       ,,,,,1300,,,,0,0,0,,0
     84,     47,    300,       ,,,,,1300,,,,0,0,0,,0
     84,     48,       ,       ,,,,,1320,,,,0,0,0,,0
     84,     49,       ,       ,,,,,9200,,,,,,,,
     85,      1,       ,       ,1986,1992,46,CHURCH/SYN,9060,CHURCH,B,Good,13366,13846,13462,70,1463000
     85,      2,       ,       ,,,,,1300,,,,0,0,0,,0
     85,      2,    100,       ,,,,,9030,,,,0,0,0,,0
     85,      3,       ,       ,,,,,1320,,,,0,0,0,,0
     85,      4,       ,       ,1937,1989,03,"CAMP,SEAS",1010,ONE FAM,C-,AVG. (-),363,524,411,67,28000
     85,      5,       ,       ,,,,,1320,,,,0,0,0,,0
     85,      6,       ,       ,,,,,1320,,,,0,0,0,,0
     85,      7,       ,       ,2006,2013,09,CONTEMPORY,1010,ONE FAM,B,GOOD,2772,7028,3570,91,555800
     85,      9,       ,       ,1970,2001,19,RANCH,1010,ONE FAM,C+,AVG. (+),1828,5040,2739,79,289100
     85,     10,       ,       ,1953,1997,19,RANCH,1010,ONE FAM,C,AVERAGE,2882,6236,3834,75,374700
     85,     11,       ,       ,1971,2001,19,RANCH,1010,ONE FAM,C,AVERAGE,1776,3894,2578,79,279400
     85,     12,       ,       ,,,,,1060,,,,0,0,0,,0
     86,      1,       ,       ,1900,1982,12,MULTI-CONV,1110,APT 4-8,C,Average,2970,4484,3213,60,223000
     86,      2,       ,       ,1900,1982,12,MULTI-CONV,1110,APT 4-8,C+,Avg. (+),5051,8664,5669,60,384000
     86,      3,       ,       ,,,,,1060,,,,0,0,0,,0
     86,      4,       ,       ,1900,1989,12,MULTI-CONV,1040,2 FAMILY,C,AVERAGE,2344,3569,2506,67,236100
     86,      5,       ,       ,1900,1984,22,CONVENT`NL,1010,ONE FAM,C,AVERAGE,1056,2366,1403,62,168700
     86,      6,       ,       ,1920,1979,22,CONVENT`NL,1010,ONE FAM,C-,AVG. (-),1218,2688,1576,57,144900
     86,      7,       ,       ,2006,2014,14,MULTI-TNHS,1040,2 FAMILY,C-,AVG. (-),2184,3346,2464,92,146100
     86,      8,       ,       ,1900,1979,12,MULTI-CONV,1040,2 FAMILY,C,AVERAGE,2240,5088,2809,57,215400
     86,      9,       ,       ,1900,1993,22,CONVENT`NL,1040,2 FAMILY,C,AVERAGE,1190,2062,1402,71,243500
     86,     10,       ,       ,1900,1989,06,COLONIAL,1012,ONE FAM W ACC,C,AVERAGE,1847,3269,2200,65,214700
     86,     10,       ,       ,2022,2022,19,RANCH,1012,ONE FAM W ACC,C-,AVG. (-),768,768,768,100,118400
     86,     11,       ,       ,1922,1989,06,COLONIAL,1010,ONE FAM,C,AVERAGE,1248,2088,1490,67,174000
     86,     12,       ,       ,1890,2005,12,MULTI-CONV,1040,2 FAMILY,B,GOOD,1610,2444,1748,83,339500
     86,     13,       ,       ,1900,1993,22,CONVENT`NL,1010,ONE FAM,C,AVERAGE,1453,3026,1803,71,197900
     86,     14,       ,       ,1900,1989,12,MULTI-CONV,1040,2 FAMILY,C,AVERAGE,1626,3139,2023,67,211100
     86,     15,       ,       ,1900,1989,06,COLONIAL,1010,ONE FAM,C,AVERAGE,1440,2618,1830,67,188700
     86,     16,       ,       ,1900,1993,06,COLONIAL,1010,ONE FAM,C,AVERAGE,1578,2338,1768,71,210500
     86,     17,       ,       ,1900,1977,06,COLONIAL,1010,ONE FAM,C,AVERAGE,1542,2863,1926,55,156400
     86,     18,       ,       ,1900,1998,05,CAPE,1010,ONE FAM,C+,AVG. (+),1855,3464,2219,76,274800
     86,     18,    200,       ,2003,2014,12,MULTI-CONV,1040,2 FAMILY,C+,AVG. (+),2893,6993,3596,92,446300
     86,     19,       ,       ,1900,1989,22,CONVENT`NL,1010,ONE FAM,C,AVERAGE,2524,5776,3086,67,295500
     86,     20,    100,       ,1940,1984,05,CAPE,903R,MUNICPAL-Res,C,AVERAGE,1447,2598,1738,62,153700
     86,     20,    200,       ,,,,,1060,,,,0,0,0,,0
     86,     21,       ,       ,1987,1992,71,OFFICE,9050,CHARITABLE,C,Average,2400,4800,3027,70,277200
     86,     22,       ,       ,1920,1982,78,STORE,3250,STORE,C,Average,2850,2850,2850,60,165400
     86,     22,       ,       ,1920,1982,78,STORE,3250,STORE,C+,Avg. (+),4104,6274,4454,60,254200
     86,     23,       ,       ,1920,1989,12,MULTI-CONV,1040,2 FAMILY,C,AVERAGE,1889,3116,2200,67,208700
     86,     24,       ,       ,1870,1982,12,MULTI-CONV,1110,APT 4-8,C,Average,2960,6602,3682,60,247600
     86,     25,       ,       ,1765,1986,71,OFFICE,913C,SCHLDEPT-Comm,C,Average,1788,4564,2250,64,207300
     86,     25,       ,       ,1901,1982,58,SCHOOL,913C,SCHLDEPT-Comm,C+,Avg. (+),25137,33817,27308,60,2821800
     86,     25,       ,       ,1980,1988,39,REPAIR GAR,913C,SCHLDEPT-Comm,C,Average,2000,2000,2000,66,89800
     86,     25,    100,       ,2021,2021,30,GARAGE,903C,MUNICPAL-Comm,C+,Avg. (+),0,2720,1034,99,86700
     86,     26,       ,       ,1880,1989,12,MULTI-CONV,1210,BOARDING,C+,AVG. (+),2969,4753,3098,67,277900
     86,     27,       ,       ,1900,1932,12,MULTI-CONV,1040,2 FAMILY,C,AVERAGE,2240,3540,2522,30,4200
     86,     28,       ,       ,1890,1982,12,MULTI-CONV,1110,APT 4-8,C,Average,3184,5977,3780,60,271600
     86,     29,       ,       ,1950,1993,19,RANCH,1010,ONE FAM,C,AVERAGE,984,1324,1069,71,132800
     86,     30,       ,       ,1926,1979,06,COLONIAL,1010,ONE FAM,C,AVERAGE,1632,3451,2025,57,176200
     86,     31,       ,       ,1870,2005,15,OLD STYLE,1010,ONE FAM,B,GOOD,2830,7206,3571,83,568000
     86,     32,       ,       ,1970,2004,19,RANCH,1010,ONE FAM,C,AVERAGE,1316,2962,1758,82,203200
     86,     33,       ,       ,1963,2001,19,RANCH,1010,ONE FAM,C,AVERAGE,1032,2324,1428,79,183000
     86,     34,       ,       ,1960,2000,19,RANCH,1010,ONE FAM,C,AVERAGE,1320,3454,1710,78,210000
     86,     35,       ,       ,1965,2001,18,SPLIT/RSD RANCH,1010,ONE FAM,C,AVERAGE,1066,2426,1566,79,197600
     86,     36,       ,       ,1960,1997,19,RANCH,1010,ONE FAM,C,AVERAGE,1368,3423,1880,75,208800
     86,     37,       ,       ,1889,1989,22,CONVENT`NL,1010,ONE FAM,C,AVERAGE,1461,3318,1849,67,185700
     86,     38,       ,       ,1975,2005,12,MULTI-CONV,1050,3 FAMILY,C,AVERAGE,2436,3792,2896,83,284900
     86,     39,    100,       ,1900,1989,22,CONVENT`NL,1010,ONE FAM,C,AVERAGE,1570,3660,1964,67,214400
     86,     39,    200,       ,2002,2018,19,RANCH,1010,ONE FAM,C,AVERAGE,1040,2995,1728,96,269300
     86,     40,       ,       ,1900,1979,22,CONVENT`NL,1010,ONE FAM,C,AVERAGE,1615,2594,1811,57,164800
     86,     41,       ,       ,1964,1998,19,RANCH,1010,ONE FAM,C,AVERAGE,900,2052,1294,76,173600
     86,     42,       ,       ,,,,,4400,,,,0,0,0,,0
     86,     43,       ,       ,,,,,1310,,,,0,0,0,,0
     86,     44,       ,       ,1860,1979,22,CONVENT`NL,1010,ONE FAM,C,AVERAGE,1724,3294,2053,57,193900
     86,     45,       ,       ,,,,,1320,,,,0,0,0,,0
     86,     46,       ,       ,,,,,1320,,,,0,0,0,,0
     86,     47,       ,       ,,,,,9030,,,,0,0,0,,0
     86,     48,       ,       ,,,,,1320,,,,0,0,0,,0
     86,     49,       ,       ,,,,,1320,,,,0,0,0,,0
     86,     50,       ,       ,,,,,1320,,,,0,0,0,,0
     86,     51,       ,       ,,,,,1320,,,,0,0,0,,0
     86,     51,    100,       ,,,,,9030,,,,0,0,0,,0
     86,     52,       ,       ,1920,1993,12,MULTI-CONV,1040,2 FAMILY,C,AVERAGE,2379,4009,2692,71,267600
     86,     53,       ,       ,1920,1989,12,MULTI-CONV,1050,3 FAMILY,C,AVERAGE,2822,4093,3040,67,211100
     86,     54,       ,       ,1870,1986,12,MULTI-CONV,1110,APT 4-8,C,Average,4141,7332,4949,64,360900
     86,     55,       ,       ,,,,,9030,,,,0,0,0,,0
     86,     56,       ,       ,,0,,,9030,,,,0,0,0,,0
     86,     57,       ,       ,1900,1979,05,CAPE,903R,MUNICPAL-Res,C,AVERAGE,792,1973,1121,57,84900
     86,     58,       ,       ,,,,,1320,,,,0,0,0,,0
     86,     59,       ,       ,1894,1989,05,CAPE,1010,ONE FAM,C,AVERAGE,1357,2540,1498,67,134900
     86,     60,       ,       ,,,,,1300,,,,0,0,0,,0
     86,     61,       ,       ,1940,1984,12,MULTI-CONV,1040,2 FAMILY,C,AVERAGE,2737,6269,3353,62,258500
     87,      1,       ,       ,1950,1988,19,RANCH,1010,ONE FAM,C-,AVG. (-),840,994,879,66,105900
     87,      2,       ,       ,1956,1997,19,RANCH,1010,ONE FAM,C,AVERAGE,1176,2917,1709,75,205200
     87,      3,       ,       ,1958,1997,19,RANCH,1010,ONE FAM,C,AVERAGE,1120,2960,1664,75,184400
     87,      4,       ,       ,1955,1997,06,COLONIAL,1010,ONE FAM,C,AVERAGE,1911,3184,2271,75,271800
     87,      5,       ,       ,1960,2000,19,RANCH,1010,ONE FAM,C,AVERAGE,976,2414,1456,78,187600
     87,      6,       ,       ,1957,2004,19,RANCH,1010,ONE FAM,C,AVERAGE,936,2453,1433,82,185700
     87,      7,       ,       ,1924,1989,02,BUNGALOW,1010,ONE FAM,C,AVERAGE,1240,4216,1916,67,164600
     87,      8,       ,       ,1960,1997,18,SPLIT/RSD RANCH,1010,ONE FAM,C,AVERAGE,999,2809,1520,75,163000
     87,      9,       ,       ,1956,2000,19,RANCH,1010,ONE FAM,C,AVERAGE,1136,2402,1500,78,190000
     87,     10,       ,       ,1957,1997,19,RANCH,1010,ONE FAM,C,AVERAGE,1959,4847,2636,75,263200
     87,     11,       ,       ,1961,2000,18,SPLIT/RSD RANCH,1010,ONE FAM,C,AVERAGE,1008,2344,1423,78,188700
     87,     12,       ,       ,2012,2015,22,CONVENT`NL,1010,ONE FAM,C,AVERAGE,2688,4240,3076,93,413500
     87,     13,       ,       ,1900,1993,22,CONVENT`NL,1010,ONE FAM,C,AVERAGE,1310,2879,1783,71,224800
     87,     14,       ,       ,1960,1997,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1190,2511,1662,75,212300
     87,     15,       ,       ,1960,1997,18,SPLIT/RSD RANCH,1010,ONE FAM,C,AVERAGE,1092,2407,1551,75,188700
     87,     16,       ,       ,1965,2001,14,MULTI-TNHS,1040,2 FAMILY,C,AVERAGE,1464,3600,2209,79,270900
     87,     17,       ,       ,1986,2012,05,CAPE,1010,ONE FAM,C,AVERAGE,1540,3279,2110,90,277300
     87,     18,       ,       ,1890,2005,22,CONVENT`NL,1010,ONE FAM,C,AVERAGE,1719,3068,1929,83,270500
     87,     19,       ,       ,1810,1984,22,CONVENT`NL,1010,ONE FAM,C,AVERAGE,2076,3869,2629,62,212500
     87,     20,       ,       ,1900,1979,12,MULTI-CONV,1040,2 FAMILY,C,AVERAGE,2361,3126,2481,57,189800
     87,     21,       ,       ,1800,1979,22,CONVENT`NL,1010,ONE FAM,C,AVERAGE,1800,4110,2266,57,197100
     87,     22,       ,       ,,,,,1300,,,,0,0,0,,0
     87,     23,       ,       ,1900,1993,12,MULTI-CONV,1050,3 FAMILY,C+,AVG. (+),2579,5248,3014,71,248200
     87,     24,       ,       ,1900,1993,22,CONVENT`NL,1010,ONE FAM,C,AVERAGE,1172,2430,1391,71,183600
     87,     25,       ,       ,1910,1989,12,MULTI-CONV,1040,2 FAMILY,C,AVERAGE,2621,5330,3362,67,267400
     87,     26,       ,       ,1910,1993,22,CONVENT`NL,1010,ONE FAM,C,AVERAGE,2398,4653,2744,71,281400
     87,     27,       ,       ,1924,1989,06,COLONIAL,1012,ONE FAM W ACC,C,AVERAGE,2154,4959,2811,67,291500
     87,     28,       ,       ,1910,1989,12,MULTI-CONV,1040,2 FAMILY,C-,AVG. (-),2160,4376,2905,67,238600
     87,     29,       ,       ,1934,1993,05,CAPE,1010,ONE FAM,C,AVERAGE,1800,3843,2164,71,228300
     87,     30,       ,       ,1920,1989,02,BUNGALOW,1010,ONE FAM,C-,AVG. (-),1159,2575,1542,67,108400
     87,     31,       ,       ,1912,1998,22,CONVENT`NL,1010,ONE FAM,C,AVERAGE,1855,4244,2489,76,290200
     87,     32,       ,       ,1965,2001,19,RANCH,1010,ONE FAM,C-,AVG. (-),1272,2604,1564,79,175400
     87,     33,       ,       ,1960,1992,19,RANCH,1010,ONE FAM,C,AVERAGE,816,2140,1201,70,141900
     87,     34,       ,       ,1940,1998,05,CAPE,1010,ONE FAM,C+,AVG. (+),1820,4968,2419,76,273200
     87,     35,       ,       ,1969,1986,69,LODGE,9080,HOUSING,C,Average,1380,1398,1385,64,105700
     87,     35,       ,       ,1969,1986,83,APARTMENT,9080,HOUSING,C+,Avg. (+),5824,5950,5856,64,407300
     87,     35,       ,       ,1969,1986,83,APARTMENT,9080,HOUSING,C+,Avg. (+),6077,6185,6104,64,420400
     87,     35,       ,       ,1969,1986,83,APARTMENT,9080,HOUSING,C+,Avg. (+),11909,12565,12148,64,786100
     87,     36,       ,       ,1950,1993,19,RANCH,1010,ONE FAM,C,AVERAGE,1242,3180,1860,71,187900
     87,     37,       ,       ,1965,2001,19,RANCH,1010,ONE FAM,C-,AVG. (-),1120,2672,1551,79,179100
     87,     38,       ,       ,1900,1989,05,CAPE,1010,ONE FAM,C,AVERAGE,1285,3192,1563,67,169500
     87,     39,       ,       ,1900,1989,22,CONVENT`NL,1010,ONE FAM,C,AVERAGE,1387,3196,1818,67,186700
     87,     40,       ,       ,2018,2019,09,CONTEMPORY,1010,ONE FAM,C+,AVG. (+),1836,3718,2199,97,353100
     87,     41,       ,       ,1900,1993,22,CONVENT`NL,1010,ONE FAM,C,AVERAGE,2582,5674,3189,71,362800
     87,     42,       ,       ,,,,,1060,,,,0,0,0,,0
     87,     43,       ,       ,1959,1997,19,RANCH,1010,ONE FAM,C,AVERAGE,1288,2612,1816,75,206200
     87,     44,       ,       ,1930,1993,22,CONVENT`NL,1010,ONE FAM,C,AVERAGE,1445,2493,1602,71,207900
     87,     45,       ,       ,1960,2004,19,RANCH,1010,ONE FAM,C,AVERAGE,1104,2688,1476,82,198700
     87,     46,       ,       ,1880,1989,22,CONVENT`NL,1010,ONE FAM,C,AVERAGE,1727,4161,2489,67,247200
     87,     47,       ,       ,1920,1989,02,BUNGALOW,1010,ONE FAM,C,AVERAGE,1788,3711,2125,67,189300
     87,     48,       ,       ,1910,1989,06,COLONIAL,1010,ONE FAM,C,AVERAGE,1792,3489,2366,67,232500
     87,     49,    101,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,852,852,78,132900
     87,     49,    201,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,912,858,78,142600
     87,     49,    301,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,912,858,78,142600
     87,     49,    401,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,852,852,78,134700
     87,     49,    501,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,912,858,78,142600
     87,     49,    601,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,912,858,78,142600
     87,     49,    701,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,912,858,78,142600
     87,     49,    801,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,912,858,78,142600
     87,     49,    901,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,852,852,78,130500
     87,     49,   1001,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,912,858,78,142600
     87,     49,   1101,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,912,858,78,142600
     87,     49,   1202,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,852,852,78,130500
     87,     49,   1302,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,912,858,78,142600
     87,     49,   1402,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,912,858,78,142600
     87,     49,   1502,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,912,858,78,142600
     87,     49,   1602,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,912,858,78,146400
     87,     49,   1702,       ,1976,2003,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,852,852,81,135500
     87,     49,   1802,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,912,858,78,142600
     87,     49,   1902,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,912,858,78,142600
     87,     49,   2002,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,852,852,78,130500
     87,     49,   2102,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,912,858,78,142600
     87,     49,   2202,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,912,858,78,142600
     87,     49,   2303,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,852,852,78,130500
     87,     49,   2403,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,912,858,78,142600
     87,     49,   2503,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,912,858,78,142600
     87,     49,   2603,       ,1971,2006,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,852,852,84,140600
     87,     49,   2703,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,912,858,78,142600
     87,     49,   2803,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,912,858,78,142600
     87,     49,   2903,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,912,858,78,147200
     87,     49,   3003,       ,1971,2002,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,912,858,80,151000
     87,     49,   3103,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,852,852,78,134700
     87,     49,   3203,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,912,858,78,147200
     87,     49,   3303,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,912,858,78,147200
     87,     49,   3404,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,852,852,78,130500
     87,     49,   3504,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,912,858,78,142600
     87,     49,   3604,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,912,858,78,142600
     87,     49,   3704,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,912,858,78,142600
     87,     49,   3804,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,912,858,78,142600
     87,     49,   3904,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,852,852,78,130500
     87,     49,   4004,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,912,858,78,142600
     87,     49,   4104,       ,1971,2006,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,912,858,84,153500
     87,     49,   4204,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,852,852,78,130500
     87,     49,   4304,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,912,858,78,142600
     87,     49,   4404,       ,1971,2000,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,852,912,858,78,147200
     87,     50,       ,       ,,,,,1320,,,,0,0,0,,0
     87,     51,       ,       ,1900,1998,02,BUNGALOW,1010,ONE FAM,C,AVERAGE,1615,3857,2067,76,211500
     87,     52,       ,       ,1950,1996,05,CAPE,1010,ONE FAM,C,AVERAGE,1913,3818,2423,74,253400
     87,     53,       ,       ,1940,1993,19,RANCH,1010,ONE FAM,C,AVERAGE,1056,2136,1344,71,167100
     87,     54,       ,       ,1940,1998,05,CAPE,1010,ONE FAM,C+,AVG. (+),1378,3094,1659,76,212400
     87,     55,       ,       ,1950,1996,05,CAPE,1010,ONE FAM,C,AVERAGE,1264,3113,1569,74,193500
     87,     56,       ,       ,1954,1997,05,CAPE,1010,ONE FAM,C,AVERAGE,1210,3068,1615,75,175200
     87,     57,       ,       ,1960,2000,19,RANCH,1010,ONE FAM,C,AVERAGE,1368,3304,1962,78,223900
     87,     58,       ,       ,1950,1996,05,CAPE,1010,ONE FAM,C,AVERAGE,1320,3026,1703,74,182400
     87,     59,       ,       ,1958,2000,19,RANCH,1010,ONE FAM,C,AVERAGE,1028,3026,1593,78,210900
     87,     60,       ,       ,1952,2000,19,RANCH,1010,ONE FAM,C,AVERAGE,1155,2858,1621,78,206100
     87,     61,       ,       ,1962,2001,18,SPLIT/RSD RANCH,1010,ONE FAM,C,AVERAGE,858,1926,1255,79,172300
     87,     62,       ,       ,1956,2000,19,RANCH,1010,ONE FAM,C,AVERAGE,1608,4332,2605,78,277800
     87,     63,       ,       ,1949,1993,02,BUNGALOW,1010,ONE FAM,C,AVERAGE,1457,2749,1766,71,205100
     87,     64,       ,       ,1961,2000,05,CAPE,1010,ONE FAM,C,AVERAGE,1770,3840,2296,78,245100
     87,     65,       ,       ,1955,1997,21,SPLIT LVL,1010,ONE FAM,C,AVERAGE,1104,2176,1502,75,191700
     87,     66,       ,       ,1949,1993,19,RANCH,1010,ONE FAM,C,AVERAGE,952,3256,1452,71,154000
     87,     67,       ,       ,1945,1993,02,BUNGALOW,1010,ONE FAM,C,AVERAGE,1129,2258,1411,71,158500
     87,     68,       ,       ,1955,1997,06,COLONIAL,1010,ONE FAM,C,AVERAGE,2882,4903,3411,75,365900
     87,     69,       ,       ,1956,1997,05,CAPE,1010,ONE FAM,C,AVERAGE,1237,3568,1695,75,215000
     87,     70,       ,       ,1960,2000,18,SPLIT/RSD RANCH,1010,ONE FAM,C,AVERAGE,972,2521,1494,78,190800
     87,     71,       ,       ,1965,2001,06,COLONIAL,1010,ONE FAM,C,AVERAGE,1850,3213,2225,79,278000
     87,     72,       ,       ,1956,1997,19,RANCH,1010,ONE FAM,C,AVERAGE,1030,2869,1522,75,179800
     87,     73,       ,       ,1950,1993,19,RANCH,1010,ONE FAM,C,AVERAGE,1695,3377,2212,71,228100
     87,     74,       ,       ,,,,,1300,,,,0,0,0,,0
     87,     75,       ,       ,1950,2000,05,CAPE,1010,ONE FAM,C,AVERAGE,2020,3800,2386,78,260800
     87,     76,       ,       ,1985,2012,19,RANCH,1010,ONE FAM,C,AVERAGE,1176,2592,1494,90,219000
     87,     77,       ,       ,1950,1996,05,CAPE,1010,ONE FAM,C,AVERAGE,1582,4470,2176,74,238100
     87,     78,       ,       ,1954,2000,19,RANCH,1010,ONE FAM,C,AVERAGE,1080,3442,1688,78,208400
     87,     79,       ,       ,1950,1993,19,RANCH,1010,ONE FAM,C,AVERAGE,864,1116,893,71,114200
     87,     80,       ,       ,1950,2000,05,CAPE,1010,ONE FAM,C,AVERAGE,1404,3365,1699,78,212300
     87,     81,       ,       ,1955,2000,19,RANCH,1010,ONE FAM,C,AVERAGE,1284,3364,1863,78,225500
     87,     82,       ,       ,1960,2018,05,CAPE,1010,ONE FAM,C+,AVG. (+),2185,5394,2623,96,411100
     87,     83,       ,       ,1945,1996,19,RANCH,1010,ONE FAM,C,AVERAGE,994,2862,1668,74,192700
     87,     84,       ,       ,1953,1997,05,CAPE,1010,ONE FAM,C,AVERAGE,2550,4333,2982,75,299100
     87,     85,       ,       ,1950,1993,19,RANCH,1010,ONE FAM,C,AVERAGE,1280,3568,1664,71,195000
     87,     86,       ,       ,1950,1996,05,CAPE,1010,ONE FAM,C,AVERAGE,1348,3535,1692,74,202000
